Symbol	Calu3_microarray	A549_microarray
A1CF	0.02071451410743342	-0.0030023335846950123
A2BP1	-0.01076918136554239	-0.08320118887194833
A2M	0.019030469690028712	-0.04077533269836674
A2ML1	0.17924881782665433	0.06011935543190908
A3GALT2	-0.03589217011648769	0.0016147725292814039
A4GALT	-0.1624777381749308	-0.12241978933874761
A4GNT	0.04779811257247659	-0.010465504083839644
AAAS	-0.3845171715210339	-0.10882007967541343
AACS	-0.19126403257643682	0.03220167470244589
AACSP1	0.0872559165954142	-0.04256882291244159
AADAC	0.007738862844215863	0.026190167958340414
AADACL2	-0.049044428203718377	-0.042375121414200495
AADACL3	0.08490167569810429	-0.07838287936184848
AADACL4	0.21758059639908706	0.17318204607629867
AADAT	-0.1868402850497904	0.012154261704773038
AAED1	-0.3162917370285799	0.021309532936028233
AAGAB	-0.051745593408313174	0.031342710857555606
AAK1	0.03634804869045741	0.10088772178717637
AAMDC	-0.08123284633299122	-0.009942600746495063
AAMP	-0.19152213635356452	-0.17652316123913128
AANAT	0.22743574386986515	0.08549952899143495
AAR2	0.12981395427268366	-0.04775783479642026
AARD	0.18253022678608977	0.07475142635464768
AARS	-0.3432055894919094	-0.20968693861901802
AARS2	0.03566204502018375	0.04696047551093025
AASDH	-0.07614257708961586	-0.016186160769245547
AASDHPPT	-0.18509085952383497	0.08847590506834921
AASS	0.026780391171359483	-1.9170795262111323e-4
AATF	0.10219160778745874	0.2215947864169982
AATK	0.3165738269100094	-0.30487675628375577
ABAT	0.08175974700936588	0.2534723309154066
ABCA1	0.09280968018892893	-0.1808832652913273
ABCA10	0.007407187329100853	-0.06488360664894857
ABCA12	-0.01420483005298416	-0.10652325062261339
ABCA13	-0.005537271749746192	-0.024906826607711596
ABCA2	-0.09693927620957572	0.01931937496529467
ABCA3	0.05529015559894951	0.06427145225833006
ABCA4	0.22356897403391746	-0.05286871528355302
ABCA5	0.03502329099965728	-0.0791561617025818
ABCA6	0.011706026879970268	0.020576811745145415
ABCA7	0.019078659697883138	-0.13649871865940058
ABCA8	0.10654999044140799	0.02134595334920654
ABCA9	0.09114590317775687	0.028716316543738102
ABCB1	0.04821109200844764	-0.06793707280849254
ABCB10	-0.17415713361902563	0.0831771117586289
ABCB11	0.14063862321703316	0.033218508849618605
ABCB4	0.03242481606786901	0.19647633363151784
ABCB5	0.07985248817048282	0.0598160307714708
ABCB6	-0.17594705733485524	-0.21506136777510726
ABCB7	-0.2962244402338953	-0.10985966697059357
ABCB8	0.05091108847111754	-0.04357147289954162
ABCB9	0.12948838789131406	0.037701758948319807
ABCC1	0.13301560951259261	-0.04636762427300709
ABCC10	0.2094390572722432	0.02980583233936411
ABCC11	0.13857317491449272	-0.031586816583242736
ABCC12	0.26973335405688553	0.09540264218556435
ABCC2	-0.15534741070495456	0.0185173712881411
ABCC3	-0.12829425516591536	0.02739920274340288
ABCC4	-0.2626516531502418	-0.13814568012339612
ABCC5	-0.09138470024056723	-0.183693422626034
ABCC6	-0.054504547712199834	-0.20277984715339215
ABCC8	0.09685249355644104	0.002284359871829636
ABCC9	0.1154643968777668	0.009980843173658847
ABCD1	0.260328475935418	0.02288533568665225
ABCD2	-0.09578606810816558	0.05236517408842752
ABCD3	0.07135197605972814	0.02977380027831145
ABCD4	0.08580418607221124	0.10285530364534165
ABCE1	-0.11576331887374455	0.18109085601656727
ABCF1	-0.08249356632644353	-0.030982080173478067
ABCF2	-0.026784819520554864	-0.08573146369640477
ABCF3	-0.28832710019889296	-0.01165555568625756
ABCG1	0.011517398885232746	-0.13776946649098906
ABCG2	-0.0025852787581222697	-0.028323743102650782
ABCG4	0.12510809555093813	0.10733555344105669
ABCG5	0.04232978782358359	-0.09356691769010667
ABCG8	-0.10850038138242388	-0.02219041449081348
ABHD1	-0.007945212265804871	0.05611346528941891
ABHD10	-0.22396551276806026	-0.1381331107818634
ABHD11	0.07767405991316419	0.0856978086153952
ABHD12	0.24189968516050658	-0.0321935178314159
ABHD12B	0.07734578512452228	-0.047394942723012506
ABHD13	-0.037721948725487175	-0.05630519674034587
ABHD14A	-0.08183124057594882	-0.027827304602892018
ABHD14A-ACY1	-0.10639879871046479	0.03310290444252093
ABHD14B	-0.039422250209298904	-0.06589806904822082
ABHD15	0.05018356446838483	-0.03445771632964281
ABHD16A	-0.06234112580293218	-0.19672985447344812
ABHD16B	0.0842864352519187	0.004881943959498258
ABHD17A	0.036438430666738714	-0.04993823086686548
ABHD17B	-0.0506604216403586	0.016308932994940337
ABHD17C	-0.055309515069417003	0.1171379076647335
ABHD18	-0.17460106977056045	-0.10324675004339681
ABHD2	-0.0682662510630056	0.04429888732787031
ABHD3	0.015214433838632385	0.054153994343257184
ABHD4	0.10259583669744213	-0.06641539457045638
ABHD5	-0.1613710086156761	-0.12899731783084006
ABHD6	0.2220523013739928	-0.05265806777932035
ABHD8	0.4009652516135891	0.10838112327635235
ABI1	-0.14460817946319493	-0.03360999150878717
ABI2	-0.042455035955066216	0.10809533070118502
ABI3	0.12554142142952546	0.04114183231721623
ABI3BP	-0.2102482542814713	0.040634181294252336
ABL1	-0.14286330611880016	-0.06058792002344063
ABL2	0.30361353817514936	0.09487955431487456
ABLIM1	-0.17526406581417597	0.02321410047119353
ABLIM2	0.21551233927571856	0.005086861015149682
ABLIM3	-0.10884460118208203	0.05100940812010061
ABO	0.0034932529191633865	-0.09106807065504591
ABR	0.014342998884652292	-0.0014753503642910282
ABRA	0.01545009743037544	0.03769931144875909
ABRACL	-0.2536262869276179	0.014003722787557267
ABT1	0.1266242331601183	-0.008002238265344366
ABTB1	-0.04558710295318256	0.020158690180746723
ABTB2	0.19019587443332042	0.045911678659388666
AC006128.2	-0.09296614669034071	-0.05315094009696469
AC007292.7	0.4655233207376496	0.025116219706982024
AC007566.10	0.07666819459201799	-0.009822724326740695
AC008753.6	0.2142641934122027	0.1343087306491807
AC009133.12	0.3895415657228771	0.0018057356964689408
AC009133.17	0.2959460503765482	-0.00477754747705289
AC010894.3	0.1743857208961736	0.02871536929305442
AC018462.2	0.11144034566670699	0.07308298328908215
AC171558.1	-0.0651608766741296	-0.03951480092115815
AC208162.1	0.12484498946291997	-0.09618082900518302
ACAA1	0.3460546317518764	-0.0255626455223859
ACAA2	-0.5553268045366014	-0.0822671902628409
ACACA	0.08381071859741027	-0.1067770141518699
ACACB	0.07421841741558516	0.04852274273221581
ACAD10	-0.14234431296359246	-0.07169764116990512
ACAD11	-0.1985376728110855	-0.08568243349629424
ACAD8	-0.0905637533122256	-0.09633889490702785
ACAD9	-0.16142416634869033	-0.04328303133502302
ACADL	0.13588883261252868	-0.03898658942967877
ACADM	-0.21553310530924047	-0.17587025473641216
ACADS	-0.0631609167755163	-0.05823387213619005
ACADSB	-0.1300073974056134	0.043542406455828686
ACADVL	-0.38813485097757117	-0.049045034338692874
ACAN	0.12135521297828797	0.002506813955497053
ACAP1	0.13005870821878637	-0.005459634738262671
ACAP2	0.05750749848344134	0.010166263046252948
ACAP3	0.2782146568911202	0.05041345042124637
ACAT1	-0.5174399692952337	-0.013710812525490085
ACAT2	-0.3720616822940288	-0.05172432895784494
ACBD3	0.1800870342432522	0.03182981863273415
ACBD4	-0.027498514575905474	-0.07725304403648148
ACBD5	-0.2033651263443967	-0.15673631654674314
ACBD6	-0.1056764176307522	0.14175760133933596
ACBD7	-0.4418212157013248	-0.012253929590268317
ACCS	0.03552877304616586	-0.059465556859664176
ACCSL	0.07243280702275727	-0.04250114990040926
ACD	-0.1180538192248142	-0.040437220956635586
ACE	-0.004082690629473765	-0.03780756902742305
ACE2	-0.5276096243767217	-0.15365975475296487
ACER1	-0.02440495919103662	-0.061452734193117975
ACER2	-0.23121433410051587	-0.02212521393833922
ACER3	-0.08234286085020184	0.05348486165782251
ACHE	0.194621342498352	0.07392541563153789
ACIN1	0.08714012459957245	0.079904441770781
ACKR1	0.07487286451386534	-0.11106652795664312
ACKR2	0.23031971952336067	-0.03730761949892933
ACKR3	0.10612410793749692	-0.1589514383408935
ACKR4	0.04893195915616544	0.05800350128701813
ACLY	-0.13018869140532055	-0.08818118136464828
ACMSD	0.087357836126097	-0.10214253515056346
ACO1	-0.29467814864649794	-0.0587470869449581
ACO2	-0.030911859254994574	0.026141412008890714
ACOT1	-0.08531318336424297	0.0020102255571571104
ACOT11	0.11852081228939065	-0.008576791454858804
ACOT12	-4.3839786244945916e-4	-0.03705017530959682
ACOT13	-0.47604976570789115	-0.05954701915367059
ACOT2	-0.21458570867109095	-0.23705195692662573
ACOT4	-0.013618048732112052	0.047112098574213335
ACOT6	0.24495777395137208	0.02367017505750625
ACOT7	-0.011268366442346299	-0.20665169112930895
ACOT8	-0.03228144523174521	-0.006824783918435107
ACOT9	-0.03515109469190111	0.0386420320824027
ACOX1	-0.20265784717932434	-0.14129464826128635
ACOX2	0.19309183546061653	-0.02712079715291434
ACOX3	-0.1002581474926727	-0.011841485984757122
ACOXL	0.15288051643071818	-0.17955991585476094
ACP1	-0.24811731985224916	-0.0483600324676401
ACP2	-0.2540839175422834	-0.11612479157230629
ACP5	0.1383522752234663	-0.07521938504089354
ACP6	-0.32054596896846727	-0.04829994722854419
ACPP	-0.06682988603943824	0.04808207598205359
ACPT	0.18292907326615682	-0.06247734937079927
ACR	0.06269906690281726	0.08117218600623352
ACRBP	0.11775209641412451	-0.10278705613751071
ACRC	0.18918300934723237	-0.060975438080716246
ACRV1	0.021317345826837596	0.055883283721858495
ACSBG1	0.0449421479963449	0.11278865211452513
ACSBG2	-0.0746579127055897	-0.02438317115494941
ACSF2	-0.2840683648179469	-0.19745844930134676
ACSF3	0.015221825844091041	-0.028569107487701167
ACSL1	-0.14713957385071869	0.0984520744608802
ACSL3	-0.18413583949435905	-0.1444226884298417
ACSL4	-0.13366959842858012	0.0617461702725569
ACSL5	-0.24755498712909418	0.09319776333043939
ACSL6	0.0389045807298392	-0.02668769425060826
